"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","phdt","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","snr","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","cbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","pefp","aot","msnh","ipsy","shp","vahc","mmd","antpych","mpep","aim","fed","sotp","dea","mhc","samf","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Bi Bett Corp","Southern Solano Alcohol Council","419 Pennsylvania Street","","Vallejo","CA","94590","","Solano","707-643-2715 x2402","","","","http://www.bibett.org","38.0979065","-122.254466","SU","","1","","","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","1","","1","1","","1","1","1","","1","1","1","","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","","1","","1","1","","1","","1","","","1","1","","1","1","","","1","","","","","","","1","1","","","","","","1","","1","","","1","1","1","","1","","","1","","","","","","","","","","","","1","","","1","1","1","","","1","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ujima Family Recovery Services","Ujima Hope Solano","251 Georgia Street","","Vallejo","CA","94590","5905","Solano","707-558-8500","","","","http://www.ujimafamily.org","38.1009956","-122.2587857","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","1","","1","1","1","","1","","","","","","","","","1","1","1","","1","1","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Portia Bell Hume Behav Health and","Training Center/Concord","1333 Willow Pass Road","Suite 102","Concord","CA","94520","","Contra Costa","925-825-1793","","","","http://www.humecenter.org","37.9697282","-122.0522843","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","1","","1","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","1","","","1","1","","","","","1","","1","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","1","","","1","","","","","","","1","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","1","","1","","1","","1","","","1","1","1","1","","","","","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","","1","","","","","1","","","","","","","","","","","",""
"Discovery House","","4645 Pacheco Boulevard","","Martinez","CA","94553","","Contra Costa","925-646-9270","Intakes","800-846-1652","925-646-9270 x13","http://www.cchealth.org","38.0038243","-122.0847653","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","1","1","","","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","1","1","1","","1","","","1","1","","","1","","","","","","1","","1","1","1","1","","","","","","","","1","","1","1","1","1","1","1","1","","1","","","","","","","","","","","","","","1","1","","1","","","1","","1","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stand for Families Free of Violence","","1410 Danzig Plaza","","Concord","CA","94520","7979","Contra Costa","925-706-8477","","925-222-2132 x0","","http://www.standffov.org","37.9694696","-122.0494301","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","1","1","1","","","","","","1","","","","","","","1","","1","","","","1","","1","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Central County Adult MH Services","Contra Costa County","1420 Willow Pass Road","Suite 200","Concord","CA","94520","","Contra Costa","925-335-3330","","","","http://","37.9696993","-122.0491638","SU","","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","1","","1","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","1","","1","1","","","","1","","","","","","","","1","1","1","","1","1","","1","","1","","1","","","1","1","","1","1","","","1","","","","","1","1","1","1","","","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ujima Family Recovery Services","Ujima Central","2976 Treat Boulevard","Unit B-5","Concord","CA","94518","3687","Contra Costa","925-691-5083","","","","http://www.ujimafamily.org","37.9383573","-122.0254757","SU","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","1","1","1","1","1","1","","","1","1","1","1","1","1","1","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","1","1","1","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","1","","1","1","1","","1","","","","","","","","","1","1","1","","1","1","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Contra Costa County Behavioral Health","Forensic Mental Health Services","1430 Willow Pass Road","Suite 100","Concord","CA","94520","","Contra Costa","925-288-3900","","","","http://www.cchealth.org","37.9703218","-122.049075","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","1","","","1","","","","","1","","1","","","","","","","","","1","","","","","1","","","","","","","1","","","","1","","1","","1","","1","1","1","","1","1","","1","1","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","1","","",""
"Genesis House Inc","Genesis House I","1149 Warren Avenue","","Vallejo","CA","94591","","Solano","707-552-5295","","","","http://www.genesis-house.com","38.0881469254151","-122.214309687087","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","1","","","","","","","","","","","","","1","","","1","1","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","","","","","","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","","1","1","1","","","","","1","","","","","","","1","1","","1","1","","1","","1","","","","","","","","","","1","","","","","1","","","1","","","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Options Recovery Services","","1470 Civic Court","Suite 100","Concord","CA","94520","5290","Contra Costa","925-270-1444","","","","http://www.optionsrecoveryservices.com","37.9714589","-122.0492526","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","1","1","","1","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","1","","","1","","","1","1","","","1","","","1","1","","1","1","","","1","","1","1","","","1","1","1","","","","","","","","","","","1","1","","1","1","1","","1","","","","","","","","","","","","1","","1","","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
